Review,Rating,Platform
"1st part of the game was incredible. But after moving to 2nd island the game experience dropped increasingly. Looks like developers was exhausted all ideas they introduced in first part of the game. The difficulty level increases too much for me, its became irritating - despite I was playing on hard on 1st island I cannot handle easy mode on 2nd (maybe I was tired of the game). It seems it is the way to make game longer. 2nd part focuses only of shooting - nothing more. The idea of exploration on the 2nd island was dig. So the first island I judge for 9, but the 2nd island for 5 only.",7,PC
"First 10 minutes of Farcry 3 starts brilliantly. The escape from Vass's camp was well done and the character of Vass himself was enjoyable. But then it goes down hill after you get a magic tattoo. There is no challenge in this game what so ever. Even on the ""hardest difficulty"" it is hilariously easy. The AI is quite simply broken and spend most of the game killing each other or from wildlife to be an actual threat.. The story is pathetic badly written and a lot of the time makes no sense. Graphics are great but can not make up for the simplified gameplay. The crafting system is a joke, you only need on type of leaf to craft any syringe, not that it matters as I never used the combat/hunting stims as there is no point. The skill system did not need to be in the game at all, seriously how many ways of stabbing an enemy do I need after I get the bow? Not being able to turn off item glow or the items showing in your map is annoying forced hand holding crap that I would expect if I was playing on easy. Missions are often tedious and boring and ""boss fights"" are nothing more than badly done quick time events. If you have not bought this yet, either pirate it or wait for it to be around the 20$ mark. It had huge potential and had some good ideas, memorable characters and the jungle is very attractive but the lack of challenging gameplay or sensible storyline makes the game fall flat on its face. Sad to see something that could of been brilliant had most of its fun points such as survival and stealth made useless or overpowered. Enemies have to be looking directly at you to see you, even then you have time to move into some bushes. Probably my biggest buyers remorse of the past 6 months.",5,PC
"The game is great, but the constant framerate drops when NOTHING IS HAPPENING ONSCREEN is annoying as all hell. I know i have the recommended requirements because a lot of times where lots of things are happening. i still can run the game at 40-50 fps.",5,PC
"As a fan of the Far Cry franchise, I really wanted to like this game, but I found it remarkably difficult to enjoy. It has a few interesting concepts (hunting, takedowns, zip lines) but they are poorly implemented and do little to make this game fun. They have eliminated many of the major flaws found in Far Cry 2 (e.g. infinitely respawning guards), but also many of the things which made that game enjoyable (e.g. 'buddies' and weapon deterioration). Many of the new features and mechanics feel like they were borrowed from the Assassin's Creed franchise (e.g. looting bodies, climbing towers to reveal the map). The story is much more developed in this game than its predecessor, but unfortunately it is also less interesting overall. Throughout the story you are forced to endure many dream or hallucination sequences that are generally boring and do nothing to advance the story. Even the major 'boss fights' are ruined in this way, forcing you to endure quick-time events or repetitive corridor shooting, rather than allowing you to just play the FPS game you wanted. Probably the worst part is that although this game is technically 'open world,' the world feels very empty and boring. There's plenty of lush terrain to explore but precious few things to do there: the handful of enemy bases are easily captured (permanently), which also removes all enemy patrols from the area, and the few civilian settlements have almost nothing to do there, and you cannot talk to hardly any civilian NPCs. Overall it's not a terrible game, but I did find it to be a big let-down, and it certainly does not live up to the hype surrounding it.",6,PC
"I loved the sense of weight and inertia that is conveyed in first person in Far Cry 3. It feels very similar to battlefield 3 in the physicality of your character. And so I had a great impression of this game in the first 5 hours, and might have given it a 10. Unfortunately, the missions that follow the main plot line fall into a rote, scripted manner, and most of the time put a blaring timer on top of the screen, breaking all the amazing illusions created by the game world. One thing people may gloss over - the writing and characters are, at times, offensively bad. I think I speak for many when I say that overused stereotypes of the ""white man saving the indigenous people"" trope is obvious and tired. And seriously, **** Vaas. Try harder Ubisoft, seriously. (Quoting Alice in Wonderland throughout was another misguided creative attempt, I felt.) There is a lack of creativity with the entire setting and modern day milieu, and it doesn't interfere entirely with main feel of the game, but it does stifle what could have been. Still definitely worth playing.",7,PC
Most over rated game of 2012. The story is by far the best part of this game no doubt. Vas is what makes this game I mean the dude is on the cover. Lets face it though once you finish him off there is nothing left to do. You grind through a story that has become less interesting although not yet bad. And once you take the forts on the island there is nothing left to do. The game gives a good 20 hours tops of gameplay and the multiplayer is well done. However the game itself is empty and the plot is filled with holes and cliche copy paste story lines from movies.,6,PC
The devs did a great job on this one,6,PC
"After 14 hours of gameplay i have to say that this is the most over hyped game of the year 2012. At first it may seem that there are lots of things you can do in the game but in the end its just collecting materials to weapon slots, ammunition pouches etc. When you actually manage to get all upgrades to your items hunting loses its purpose completely. Enemy AI is ridiculous and they often make themselves visible out in the open fields and like that. I feel FarCry3 could have been done way better but now it just stays as mediocre FPS game.",6,PC
"The best part of far cry 3 is the singleplayer. The island is huge and pretty. The wildlife is done great and the ""survival"" aspects of the game is great fun. There is a lot quests to keep you busy but the quests that is not part of the main campaign is not very varied and will therefor get quite repetitive pretty fast. You can however for the most time decide how you approach your goal which is a nice feature. The main campaign of the game is surprisingly varied and the story have a lot of good moments and memorable characters. The story do however also have some weak spots with some really silly plot turns. The gunplay and action isn't the best that i have seen but that do not have a huge impact on the game since the gameplay is as varied as it is. The singleplayer do however have some minor problems. Radiotowers and enemey bases get old really fast. terrible boss-battles, quicktime events, strange enemy back-up and annoying heavy soldiers is a couple of examples. The multiplayer part of the game is alright. The co-op is a lot more actions oriented than the singleplayer which kind of **** since that wasn't the best part of the game. The normal multiplayer is bland but ok. I would say that the game is overall quite impressive and that the singleplayer is enough for me to recommend this game to everyone with an interest in the genre.",7,PC
"+ Open world + Graphic + Gameplay + Multi language - No ambient sound settings, environment sound nearly mute. - No info about the many graphic options, the eye hurting pixel storm LOD switch is ""Geometry"" - No Loot and Hideout re-spawn. A isle full of pe",6,PC
"I have very mixed feelings about this game. Yes its a great shooter with excellent mechanics, interesting scenarios, a very rich and well developed world, there's really no game engine or mechanics related complaints from me. I think that the story, while easy to criticize, was fairly non intrusive and provided some guidance to the progression of the game; this is not an rpg, don't expect an rpg. However at the end of this game, I felt absolutely nothing but disappointed. For a game world of this magnitude, you end up going through only a tiny fraction of it and very seldom in any sort of truly engaging way. There are very few moments of immersion or tension, very few moments of excitement; don't get me wrong, when the **** hits the fan in this game it becomes very entertaining and surprising, but the problem is that this just doesn't happen often enough. 80% of the game is spent doing little rpg-element activities or simply travelling... the real guilty parties here are not any of the programmers but rather the directors and designers who just didn't make even remotely adequate use of what their development team handed to them. To give you an example; as part of the huge map, there are WWII era bunker installations all over the place, moldy and ruined and full of atmosphere; and the best way that the designers could come up with to make use of these is to put ""letters"" in them and tell the player to look for the letters and read them... seriously. That's just a tragic loss of potential and its one of many.",6,PC
"For me this is game of the year for sure. After disappointing games like Diablo 3 and Mass Effect 3 i did not expected much from Far Cry 3. The bigger surprise was when i started playing this game. Really great sand box experience with great combat system and many side quests. Single player got also really interesting story with great characters and pretty good endings (both of em). And that´s not all, there is also a multiplayer with Co-op.",7,PC
"If you have to view Far Cry 3 critically, it's biggest fault is the main character and the fact that the story just isn't very good. It's a decent game though, but things never seem to come together. Not to mention, FC3 has some of the worst boss battles in games to date. My verdict: A flawed and highly overrated shooter, with moments of sheer brilliance. This is the pinnacle of average gaming",6,PC
"Good graphics, sounds and excellent visuals. The story and the settings is innovative, even though the storyline itself is quite weak. To make a long story short: This is a GREAT improvement since FC2. However the game is slighly poorly optimized and there is lack of graphic settings for the PC version to make it even higher. Unfortunately, the game suffers when Singleplayer is done. The MP menu's is a mess and seems to be directly ported from the console version. There is no dedicated servers so you'll have to waitin a lobby and experience more unstable gameplay. Multiplayer is also far to dumbed down with features such as enemies on the minimap, killcam, and xray-vision - even though you CAN deactivate all this to your own preference, doing so will ironically, make you end up playing -UNRANKED-, which mean that you cannot gain any XP - at all. All in all, FC3 is by far the best game in the series, but unfortunately its shortcoming makes the experience drop for me and it does not feel like it gives the PC a fair piece of the cake.",6,PC
"I'm not gonna lie. Far Cry 3 was probably the most fun I've had with any releases of this year so far. But that's mainly because there wasn't that much else that quite reached it's level in terms of both content and execution. But does that really make it a good game? ****. It is good, however people now a days seem to make out everything that is above mediocre to be the greatest thing ever, which it really isn't. I'd say one of it's biggest problems is that it's just all in all not really challenging. I played the game on the hardest difficulty level and even then the enemies aren't much of a thread, especially once you upgrade your health. The healing mechanic is also just broken. You can heal yourself whenever you want and how many times you want, even during combat.. Not to mention that there's also healing syringes that heal you even faster. The game's also rather grindy. I like the fact that you have to hunt animals to craft new pouches etc, but it would have been more enjoyable if you'd start hunting naturally and not having to go to specific places to find a specific animal in order to craft or upgrade something. Far Cry 3 also suffers from what I like to call ""Overkill syndrome"". Meaning that the beginning is actually the most challenging part of the game, but as you unlock more things, the game becomes progressively easier. So it's exactly the opposite of how a game should progress. The world it self is pretty empty. The only main attractions are liberating outposts and some side quests that rarely differ. (Kill that guy with a knife, hunt down that animal with a bow). Honestly, liberating the outposts is pretty much the best part of the game because it's just simply the most sandbox-y. I was also rather disappointed by the story. It's so well acted! Vaas (the guy on the cover) is such a great **** he only gets like 5 minutes of **** he's only there for like half of the game. I think the main problem here is that the characters are just so weakly established. I really didn't care for most of them, even though they had such great performances. The ending's also pretty weak. It just pulls a ""Choose your ending cutscene"" kind of ending. The multiplayer and CO-OP aren't really noteworthy either. CO-OP is just tagged on mission based **** No exploration, just stand inside of a base and kill incoming enemies. As for the competitive Multiplayer, I certainly had more fun with that than co-op, but I don't see it lasting for very long. Though I really liked how they took familiar game modes and put some new mechanics into them. They even added in a new game mode called firestorm which is certainly worth checking out. However it suffers from what most multiplayer components suffer from now a days. Having to level up and unlock new gear is tedious and really senseless in a game like this. You can't level up in custom and private matches. And the biggest killer: Match-making only. Why? Because it never **** works. I rarely get into a game that doesn't have at least 2 host immigrations. The map editor is certainly a lot of fun to mess around with. However nobody really plays on custom maps because as stated: No leveling in custom matches. All in all if someone asked me if they should buy the game at full price...sure, go ahead. There's certainly a lot of fun to be had. It's just not as perfect as most people make it out to be. if you're only interested in single player anyway, I'd say wait for the price to drop.",6,PC
"Very bland but fun for a while... Cons... While the game is fun it adds nothing new. It looks 3/4 years old and just shows how the current gen of consoles are holding back gaming. The voice acting is total ass, you're on an island near China but the locals have South African accents while the bad guys have mid Africans accents. You play as an American teen/20s showing the island how badass you are. The crafting is dull in that you just need easy to gain animal skins or plants, half the **** you can craft you don't actually need, for example, health stims... You can heal for free by pulling out bullets in your arm or **** a bandage. Stims?... The game is easy enough that you don't even need them. Hunting is boring... The only animals that hold any sort of challange are bears and tigers and that is because head shots don't instant kill so you can just lob a grenade at them, failing that just run at them with a shotgun. The story is rather meh. As I said, you play a badass American kid trying to save his buddies. Yawn. Pros... It's open world.",5,PC
"Not too shabby. Good graphics and lots to do, though I find I cannot play for more than a couple hours at a time without getting frustrated or losing interest. There are badguys everywhere all the time and while I have specific goals I want to accomplish, I always end up engaged in firefights and running out of ammo before I can even get to them. The open world 1 player is pretty cool, but the co-op is too linear. There's not enough stuff or slots to carry it in (unless you go farm local fauna/flora.) You get killed after taking 3 or four bullets and restoring health is a sloppy pain. I also find I am running out of ammo too much- there needs to be more arrows laying around. The Hud/minimap and menu controls are just plain clumsy. I think I've been spoiled too much by Borderlands2. If I didn't need to listen for enemies, I would play the game listening to mp3s -the in-vehicle radio play lists are highly annoying. Also, I appreciate the value of a well-placed f-bomb, but the swearing is a little over the top and into the realm of ridiculousness like some potty-mouthed 7th graders wrote the script. With a little more polish, this title could shine instead of glowing moderately.",6,PC
"Far Cry 3 is an average game at best for me, It claim it have open world element like Skyrim, which it does however it's still pretty linear best. I will make a lot of comparison with Skyrim since they both pretty similar. If you like me, you will like to sneak, explore, craft, kill, leveling up and story line. The sneaking in Far Cry 3 in my honest opinion is excellent, it's almost the same as Skyrim but maybe easier since whenever someone somewhat looking for you, the indicator will tell you the direction he/she coming from. This makes the game incredibly easier and since the sneak kill reward you more experience with knife kills, it prob the better patch choice but be warn, it will make the game easier. I pretty much cover sneak, kill and leveling up at this point, you can go blazing your way down with guns and rocket launcher but you wont get as much experience that way. The weapons in this game you can achieve easily by controlling them radio tower or purchasing them, if they can put crafting recipe to make AK that will be awesome. One experience that satisfying however when i put land mine and throw stones next to it so enemy can get blown up. Exploration and crafting probably one of the most important aspect in a open world game. I'm not a fan of collecting all collectibles or achievement in game or steam, I think of them as a gimmick that developer put to make the game more ""interesting"" or rich of ""content"", no offense to you guys who likes to do them. The game related exploration however is pretty dull, you can kill certain animals to get their hides or flowers to get their petals(I'm assuming) and craft them to make more extra pouch/bigger wallet, etc. This is a good idea however, after i played for an hour, i realized, i didn't even need them as i took the assassin route. You can use your ""First-Aid"" and upgrade them like you would do with your other skills thus making herbs/drugs pointless. The same goes with crafting pouches or wallet, if you stealth like person otherwise you do need to go out and hunt some hides to carry more stuffs. The story in the game have to be good for me to keep me interested, I kid you not, i play CoD MW just for the story, putting that aside, i think the story is dull, the main character is prob the most annoying character in this game, he whine about cannot use gun etc at first then when he actually use it, he is a pro at it(depends on your skill of course). I find that annoying to listen to him and the way he act like Rambo in the end is laughable. There are other main characters that need your help, including the so call army called ""rakyat"" rakyat is people in Indonesian by the way, how do i know that? cause i am Indonesian. Overall, the story just not interesting enough for me to keep me interested, I just wanted to rush over and finish the game. In conclusion, the game is ok but very limited content if you don't care about achievements/collectibles, game is easy enough as is, especially early game with stealth path, crafting drugs seems pointless and the character is just not interesting enough. In my opinion, this game not worth the full retail price, maybe wait for steam sale to get it.",5,PC
"Well I enjoyed the game at some points but it was extreme buggy, even on my Gtx 2gb Nvidia card which should be above average, and my 8gb ram. I had constantly some bugs on the visual effects like smoke and explosions. The boss battles just ****, there is no clear thing that you kill a guy or a horde of his guys and then kill him, all boss fights happen like in a vision where you see daemons and crap. Well was nothing special. The graphics **** compared to Crysis of course.",5,PC
"It shouldn't come as a surprise, what with all the media coverage and the sellouts of the gaming industry claiming ""enlightening gameplay"" that this game is mediocre at best. I've played FC2 a lot and i see no major differences between FC3 and FC2. I mean sure, FC3 graphically stunning, colorful and it has something resembling a story, as opposed to FC2, but all those things aside it suffers from lack of ideas in more areas than one. The setting is a large and spacious rainforest/jungle with no apparent limits to movement. Sadly, this world is populated by stupid NPCs and wild animals and has practically NO variety to gameplay. The missions are pathetically simple and stupid (Kill this, kill that, go there, come back). One of the things, that this game has going for it, is the crafting system. It's a refreshment, however small, and it appeals to most of the gamers that feel betrayed by the aforementioned lack of content. The RPG elements feel a tad out of place, but find their purpose nonetheless. With those elements there's also the illusion of ""progress"" that plagues every game of late, but it's transparently obvious that it's a lie. I mean you're shooting guns at people from a distance and then they die. Not as often, they shoot back and then you die. It all comes down to how good you are at aiming and not dying, just like any other FPS, and that is OK. The story is cliche. People get kidnapped and it's up to you to get them back. I don't know about anyone else, but i'm getting tired of that shtick. The characters are reminiscent of those in FC2, and the voice acting can be tedious, but is ultimately satisfying. All in All, it's a good FPS for people that want freedom of movement, mindless action and colorful backgrounds, but even they will be bored after a while and go for something more fulfilling.",5,PC
"FC3 is along with AC3 the biggest dissappointment in 2012 / 2013, what bothered me the most is that there is no enemy artificical intelligence at all it seems, all the missions must be played exactly as the level designer made it there is nothing individual, if you dont do things exactly as ubi wants you to do it, the mission failes, i recall that even FC2 or FC1 had a better Enemy AI, and Level Design, so FC3 looks like a downgrade to me. Sure the GFX are nice, but its no destructable environment like Crysis / BF3 has, so half of the nice GFX arent worth it to begin with. Also the looting, the treasures, the relics, and memory cards are brainless collections, Seems like Ubisoft is gameversions v.3 are worst the gaming world ever seen. So as summary, when you can get the game on some sale for 10 - 20 dollars its worth spending it, anything above is a waste of your / my money, cause the overall gameplay of FC3 is more compareable to some Commodore 64 / Atari games what we had like 20 years ago.",7,PC
"I have to admit, the intro and beginning blew me away. The game was pretty, the cinematics were great and the game felt free and fun BUT after 10-15 hours later i find the game virtually boring and unplayable WHY? It's downright repetitive and enemies and wildlife spawn randomly, so the triumph of clearing an area is not there as they will just respawn with time. Crafting was cool at first, but all you really need is some baggage and then you are done with it. Loot boxes are scattered randomly over the map, but loot is not worth much as you acquire guns for free as you progress anyway. Vehicles are all over the place, etc etc. Basically everything is just randomly positioned around and it's the same wherever you go. The missions are completely boring. The best thing about the game is the cutscenes and character models.",6,PC
"The game is becomes boring very fast. Before you know it, all you do is clear pirate bases and activate communication towers. The only interesting parts are the main plot missions but those won't last that long. There is no motivation to explore, as you never get anything besides money (presuming you manage not to run around with a full wallet) and junk. You don't get anything like special weapons or interesting items. The requirement to craft bags and stuff, makes it pretty tedious. You don't need medicine at all, as they're just bonus buffs and it's not like you need health pots as you can always just duck around a corner and heal with your basic heal instead of instantly with a health pot, this is a FPS not Diablo. The regular enemies and allies are just clones of eachother. They literally have like a couple face variants being repeated over and over and they're all just regular humans. Anyway, game is boring and bland.",7,PC
"I played this game for 2/3 days, just running and shooting and base-jumping. I like the story and graphics. It's one big awesome action movie adventure. The game play is also very good for a shooter. I do think it is a shame that they made this game so easy. I play every game on the hardest settings, because the game will last longer and gives you all it has got. Even though I played it on the hardest difficulty, it was too easy. Another thing I do not like it that the game stops and gives you nothing to shoot any more. I completed all the assignments and then the game is just a big world with good guys.. so you start killing the good guys after a while. After all: It is worth you money, it is worth your time and when I upgrade my computer, the game will be even more awesome, because the graphics are absolutely gorgeous.",7,PC
"Well, I loved Far Cry 1 and enjoyed Far Cry 2. I found Far Cry 3 to be a mixed bag. I agree with many of the comments that think Far Cry is trying to be COD & Uncharted (staged scenes and interactive style quick time really ****!). Then you add the glowing items on the map and you feel that your hand is being held walking through the game. On the PC the menu's are inconsistent in function and for some reason things like the the scroll wheel only work on certain menus. The driving is horrible and like being on ice depending upon the vehicle. On the positive the shooting is tight, the bow is a blast and hard to master unless you use the red dot attachment. The overall voice acting is good, but Jason can get annoying. You also don't have any alternative actions on the main quest (there will be times where you just think if I did this now - it would be done - instead you get to go off on side quests to get back to where you were). Overall the game is OK, but the series is definitely going in the wrong direction (mass market)! Fortunately I got this game free with my new 7970 (the saving grace).",5,PC
"This game has so much potential... but its dragged down by so much unecessary crap. Gather quests? Really? Am I playing Farcry, or WoW? Climb these radio towers to open your map... Guess someone was playing Assassin's Creed at the time they came up with that idea? In trying to fix the broken stealth from FC2, they made it so easy there is no challenge. Enemy's are incredibly stupid. The body drag mechanic could use some work, really, I can't pick up and drag a body from the ground, only after I kill them with a take down? Weapons... 1 attachment... wonder what kind of red dot they are using that blocks out extended mags. It could have been such a good game... but it turned out just to be mediocre. It just feels like there's something missing.... it's a hollow and shallow experience. That being said, it's not the worst game ever either.",5,PC
"After finishing the game I can say, it was enough entertaining to keep me playing but I cant say I was enjoying it. Sometimes it was extremely frustrating, especially when trying to capture outposts through stealth and godlike sight of guards, who spotted me in bushes, 200 yards far in the middle of the night even though I was using bow or silenced rifle. What I want to say during the game I have experienced few wonderful (few hunting quests, shooting and combat dynamics,..) but plethora of dull, boring, repetitive or annoying moments. Technically the game is also very ambivalent, on one hand you will see beautiful sceneries of an almost photorealistic quality, few yards away you ll hit a disgusting texture of ps1 era. I think this game needed few months of polishing and complete redesign of stealth mechanics and quests. Also change of environment wouldnt harm. During the game I was remembering almost 3 years old Just Cause 2 which looks much more stunning due to its environment complexity (deserts, snow, jungle, cities,...). In Far Cry 3 you have only jungle... In my opinion eurogamer review couldnt be more wrong this time..",6,PC
"The story line reminds me of a low-budget teen film that is not all that interesting, and makes little sense. You play Jason who seems ready to crack under pressure at the slightest hint of a stressful situation, doesn't seem to know really anything, but is somehow transformed into a bad ass, tattoo-wearing warrior that knows his way around a gun and has developed ninja-assassin skills almost over night. Voice acting is good though, except for Jason. They didn't need to have him yelling, ""I'm coming Lisa!"" while trying to sneak up on enemies. It's an open world, so go where you want (mostly). You can go off on side missions, though they are not very fun. The Trials of Rakyat are the best, which have you doing missions on a timer. All missions earn you money and XP. XP gets you skill unlocks, but don't worry about which skills to get, because eventually, if you complete a bunch of side missions, you'll get them all anyway. The three main side missions: Medical supply drops have you race against a timer. Wanted Dead force you into using stealth to kill a pirate holding out somewhere. Hunting has you tracking down animals. The main purpose of hunting is for crafting larger stuff so you can carry more weapons, ammo, grenades, and money. Most people will want to craft the upgrades right away, so get ready for a few hours of boring hunting, because it **** running low on ammo, having no room in your sack, or only being able to carry one gun. The stuff you do pick up is pretty much pointless, and is only worth selling off so you can buy stuff for your weapons. But you don't even have to really buy weapons, because the game practically gives them to you free. All you have to do is climb some radio towers that are pretty much left unguarded by the enemy, and easy to climb (this also reveals more of the map). You can take over outposts to make regions safer for you, and less likely to run into enemies. However, this makes it boring in the long run because the enemies never try to take it back, and then the only thing you have to be wary of are the tons of animals that want to constantly eat you, and they can take a full magazine of bullets to the head before dying. Fortunately, you can choose how you want to take an outpost, and it can be a blast; use stealth, go in guns blazing, or blow the heck out of the place-- doing anything but stealth will result in an alarm going off and more enemies showing up that you can kill. It's also kind of cool that they made it so that things actually catch fire, though nothing really gets destroyed. As far as enemies go, they are kind of dumb (but not so dumb that they just run at you). The stuff they say is laughable at first, but after hearing a pirate say the same line for the 100th time about it hurting when he pees, it gets tiresome. They do at least run for cover, but often times that cover is right next to you and all you do is step around the corner and blow them away. Which is easy since you can see the enemy through walls. Yes, that right: if you spot an enemy (especially through your camera or scope) you gain x-ray vision, apparently. As far as graphics go, I think they look great on my rig, playing it in 1080p, setting the FOV higher than the default, and everything turned on high with AA on. What really brings this game down is the repetitiveness of most missions (which are generally very easy to complete), a horrible HUD that constantly pops up messages (supposedly a fix is on the way for that), how EASY it is to beat on normal, and some of the worst bugs I've ever seen in a game on release day. One of the most annoying bugs is a glitch in which a grenade, a Molotov, or other object gets stuck to your characters right arm, and it gets in the way when **** my case it is a grenade. I have also had a glitch where I see the enemy vibrating oddly, or a mission marker not going away after I've completed the mission. Some friends of mine told me they can't progress because **** bug they have ran into. Three patches have been released, the first couple attempted to fix some crashing issues, but the last one highlighted a fix for 32 core systems (who is playing this on a 32-core **** I'm not even sure the game-breaking bugs are going to be addressed. To sum things up: Far Cry 3 is a fun, but a very easy game to beat, that has some very annoying, and game-breaking bugs, and some boring elements to it. At this point, it is a gamble if you are thinking of buying it. Personally, I haven't had one crash or bug that broke my game-- mostly just annoyances. I haven't tried MP, but I bought this mainly for SP mode. I hear MP is trash anyway. I'm hoping a future patch will remove that grenade attached to my wrist, but I won't hold my breath. If I finish the game before then, it will probably sit and collect digital dust in my Steam library with some of the other subpar games I bought this year",6,PC
"I was not impressed by the latest Farcry release. When I first began the game it immediately reminded me of Just Cause 2. Both open world FPS games which drop you in a beautiful island in dire straights. Farcry 3 carries a more of a survival theme however and starts off catchy with a easy to follow cliche plot. When the intro is over and the world opens up to you things become dull and repetitive. Every animal on the island becomes your next handbag in the pursuit of latching infinitely more weapons to your person. You will literally feel compelled to kill everything you see other than your homies who wear different colored shirts. The bad guys are sometimes easy to miss despite their distinctive outerwear. Baddies will drive past you on the road and do nothing yet sniping one from distant cover alerts your targets entire gang of your position. On the up side, the lighting and effects are on par with other modern FPS games, the combat and weapons are well thought out and there be coop. The only reason I would recommend this game is if you plan to play with your friends. Could be fun to team up with 2 hang gliders and rain fury upon the helpless meth head mercenaries below.",6,PC
"The game is OK. It lacks the depth that far cry 2 had and very quickly becomes repetitive. The graphics are OK, again compared to fc2 when that came out..disappointing. A lot of the things I liked from fc2 have been removed in favour of suiting child like play styles, which given the language in this game, leaves me confused. Then there's the storyline, some spoilt rich kid all of a sudden overnight learns how to skin animals, make rucksacks, ammo pouches etc, and is instantly proficient with any weapon he picks up! This IMO, makes it very hard to become the character. That said, the driving is much better in this and then side missions can be fun, dragging you away from they monotamous repetitavness that is the main SL. 7/10 as at least is a relatively good game unlike most the dross released lately, just REALLY annoyed they dumbed the game down.",7,PC
"This game is a decent shooter, the weapons are satisfying to use and there is some intense shooting, there is option to an stealth aproach and is satisfying to cleanse an outpost of enemies without been seen. However, this game isn't Skyrim tropical island version, if you are expecting deep RPG mechanics and involving side quests you are going to be dissapointed. It is a game about a guy with guns that shoot other guys with guns, outside the main storyline, you just kill alot of guys with red shirts for no real reason but only for your amusement, its a Call of Duty on a island, less scripted and with more options. If compared with Call of Duty, its a more complex game, but when compared with other open world games it's a little too shallow.",6,PC
"Rating this game is pretty difficult since with high expectations a let down often results in even poorer sometimes unfair grades. Ill try to be as fair as i can though. I liked the atmosphere of the game and since i am not a pro fps player i can kill quite some time with killing stupid npcs that have a worse reactions than my granny. Like in for example Prototype just running around ( litterally, since our hero is quite fast with all those guns and stuff) killing stuff is fun and if you dont look at all the maps and quest directions the islands are pretty well designed giving off a nice flair. Wildlife in general is way more scary than npcs especially certain water animals but wearing a shotgun eventually reliefes you of your fear of most animals. I wouldnt take the crafting system too seriously because except for the syringes rather than real crafting its more like upgrading very few predefined things like ammo pouches or quivers and its only working once so before long you only need to craft healing items anymore. Anyways i could live with all of this but i have to deduct quite a few points for bugs and/or illogical game play and game design decisions. First off, the looting is horrible and makes you switch weapons with the dead rather then taking their money. Same with skinning dead animals. It looks like the collisions are totally off at this point and this really is annoying and takes up too much time. Another huge setback is the UI. At times it litterally clobbers at you with information but when you really need it like you shot an animal and now need to look for it lying in 3 feet high grass its not helping and you can search for hours before you realize its despawned by now. Oh and whatever you do, try to avoid vehicles. Boats are kind of okay-ish i guess but almost any land vehicle gives off worse handling than an aircraft turbine powered hovercraft would have. Probably this is why even friendly NPCs may kill you by accident when you walk on the streets. I could probably go on a little more but there really are some fun things too. The world itself behaves pretty random and funny sometimes. A nice example was an enemy in a car hitting a goat on the street ending up exploding on a tree starting a fire which burned down a enemy base. Now thats bad luck! I am still giving 7 out of 10 because there is a lot potential in this one and i am really curious about what mods the community will create. Yes i had fun. PS I did not mention the story at all because its a shooter. Yes there is a story and its not really worth mentioning. Are you REALLY surprised?? Over all: Graphics 8/10 (setback water) Audio 9/10 (good soundtrack, nice voice acting i have to admit even if unecessary) Gameplay(single player) 7/10 (setbacks low difficulty, no bulletdrop, enemy AI, no real rpg however it tried - still 7/10 because its still fun and big and it has a bow) Cheers! Biz",7,PC
"10 out of 10? I don't think so. Although, I admit I'm not mad either. Think of it as Far Cry 2 with a face lift. If you've played that, then you'll get the feeling of doing pretty much the same thing as before. As a matter of fact, it feels so much the same, you may want to ask yourself if you're in the mood to play Far Cry 2 again. They added a few things. If you want to carry more... bigger wallet, bigger rucksack for items, bigger ammo case etc., you hunt animals and skin them. That was fun, but It took about an hour and I had pretty much upgraded everything. I started gathering items and cash, but here's something I found odd. As in Far Cry 2, you had to quest to make more items available. No problem. In Far Cry 3, you unlock radio towers. But here's the catch, the items aren't only unlocked, they become free. So I'm walking around with a stuffed $6,000 wallet and I've already got everything and not a single reason to loot dead bodies or pick up cash. Modifying weapons cost a little, yeah, but upgrading your favorites only takes a second and your done. Now I'm thinking, what do I do now? In other words, in two hours, there may be plenty to explore, but no reason to do it! Skills are boring too. The standard ones that increase health are obviously important but the rest are more like ""skills of convenience"" if you know what I mean. There aren't any you feel like you really want. I've got fifteen skill points and I don't even care. There's nothing there beyond increasing health and a couple of other ones that make a difference. The rest? zzz zzz. So what's the verdict? Is it worth playing? I'm not finished with it and I will finish it... eventually. Games that get the ratings this one got are supposed to lock you in front of your computer and not set you free until you've savored every morsel. This one? It's like going to a buffet where all the items taste pretty much the same. You'll play it maybe because your hungry but you won't really care what you want next. As a side note, it may be worth waiting for because there are a few bugs on the pc version. It stutters like a dog unless you can get fps over 60 on the low end. I've got an Intel 3820 oc'd to 4.2 ghz and an Nvidia gtx 680 and need to run on medium settings. I had to get the top fps to about 115 for the normal buttery smoothness I'm accustomed to. And that's borderline. If I even turn on anti-aliasing to any degree, I have to reduce the graphics to low, so I settled for medium and no AA. You can google ""Far Cry 3 stuttering"" for more info. The game has value. Think of it like Santa putting a Bugatti Veyron in your drive way but then discover the only place you can drive it... is around the block. It's fancy, but the track is the same.",7,PC
Addictive and fun. Worth every penny!,6,PC
